vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640
404,b,0008_top_20250707_t0,0008_top_20250707_t1,467.0,149.0,496.0,259.0,29.0,110.0,545,143,578,252,33,109,9.823,89.471,94.874,1.06,9,0.11,Yes,545,143,578,252
405,b,0008_top_20250707_t0,0008_top_20250707_t1,498.0,137.0,534.0,254.0,36.0,117.0,580,139,610,249,30,110,10.966,99.126,94.154,0.95,9,0.111,Yes,580,139,610,249
409,d,0008_top_20250709_t0,0008_top_20250709_t1,124.0,530.0,199.0,581.0,75.0,51.0,124,530,199,581,75,51,2.236,71.694,71.694,1.0,10,0.031,Yes,124,530,199,581
410,d,0008_top_20250709_t0,0008_top_20250709_t1,209.0,476.0,247.0,620.0,38.0,144.0,209,476,247,620,38,144,1.414,81.492,82.492,1.012,10,0.017,Yes,209,476,247,620
411,d,0008_top_20250709_t0,0008_top_20250709_t1,252.0,462.0,292.0,606.0,40.0,144.0,252,462,292,606,40,144,1.581,83.528,84.906,1.016,10,0.019,Yes,252,462,292,606
412,d,0008_top_20250709_t0,0008_top_20250709_t1,295.0,452.0,334.0,602.0,39.0,150.0,295,452,334,602,39,150,2.0,87.132,88.204,1.012,10,0.023,Yes,295,452,334,602
413,d,0008_top_20250709_t0,0008_top_20250709_t1,497.0,414.0,536.0,564.0,39.0,150.0,497,414,536,564,39,150,3.808,94.021,95.425,1.015,10,0.041,Yes,497,414,536,564
414,d,0008_top_20250709_t0,0008_top_20250709_t1,452.0,419.0,491.0,566.0,39.0,147.0,452,419,491,566,39,147,2.693,91.4,92.005,1.007,10,0.029,Yes,452,419,491,566
415,d,0008_top_20250709_t0,0008_top_20250709_t1,544.0,404.0,586.0,544.0,42.0,140.0,544,404,586,544,42,140,4.743,94.26,94.175,0.999,10,0.05,Yes,544,404,586,544
416,d,0008_top_20250709_t0,0008_top_20250709_t1,413.0,433.0,454.0,582.0,41.0,149.0,413,433,454,582,41,149,2.693,92.201,92.801,1.007,10,0.029,Yes,413,433,454,582
417,d,0008_top_20250709_t0,0008_top_20250709_t1,334.0,439.0,376.0,593.0,42.0,154.0,334,439,376,593,42,154,1.5,92.087,92.655,1.006,10,0.016,Yes,334,439,376,593
418,d,0008_top_20250709_t0,0008_top_20250709_t1,375.0,444.0,415.0,587.0,40.0,143.0,375,444,415,587,40,143,1.803,87.419,88.006,1.007,10,0.021,Yes,375,444,415,587
419,d,0008_top_20250709_t0,0008_top_20250709_t1,31.0,5.0,162.0,53.0,131.0,48.0,31,5,162,53,131,48,13.647,147.231,153.844,1.045,10,0.093,Yes,31,5,162,53
420,d,0008_top_20250709_t0,0008_top_20250709_t1,168.0,8.0,239.0,62.0,71.0,54.0,168,8,239,62,71,54,11.18,92.914,96.835,1.042,10,0.12,Yes,168,8,239,62
421,d,0008_top_20250709_t0,0008_top_20250709_t1,121.0,619.0,198.0,639.0,77.0,20.0,121,619,198,639,77,20,2.062,64.514,64.846,1.005,10,0.032,Yes,121,619,198,639
422,d,0008_top_20250711_t0,0008_top_20250711_t1,532.0,89.0,633.0,171.0,101.0,82.0,532,89,633,171,101,82,14.0,83.648,94.366,1.128,9,0.167,Yes,532,89,633,171
423,c,0009_top_20250623_t0,0009_top_20250623_t1,57.0,454.0,159.0,624.0,102.0,170.0,199,11,270,234,71,223,4.924,141.873,129.016,0.909,6,0.035,Yes,199,11,270,234
426,b,0009_top_20250626_t0,0009_top_20250626_t1,397.0,352.0,480.0,429.0,83.0,77.0,195,491,275,548,80,57,17.755,162.533,125.674,0.773,9,0.109,Yes,195,491,275,548
427,b,0009_top_20250626_t0,0009_top_20250626_t1,297.0,567.0,331.0,639.0,34.0,72.0,355,303,391,415,36,112,28.504,73.593,108.046,1.468,9,0.387,Yes,355,303,391,415
428,b,0009_top_20250626_t0,0009_top_20250626_t1,438.0,579.0,519.0,639.0,81.0,60.0,197,290,271,344,74,54,13.901,145.344,115.871,0.797,9,0.096,Yes,197,290,271,344
429,b,0009_top_20250626_t0,0009_top_20250626_t1,256.0,326.0,311.0,452.0,55.0,126.0,347,525,393,639,46,114,17.889,130.384,120.433,0.924,9,0.137,Yes,347,525,393,639
430,b,0009_top_20250626_t0,0009_top_20250626_t1,389.0,265.0,471.0,334.0,82.0,69.0,190,572,269,622,79,50,16.508,160.181,122.654,0.766,9,0.103,Yes,190,572,269,622
431,b,0009_top_20250626_t0,0009_top_20250626_t1,426.0,513.0,505.0,573.0,79.0,60.0,204,355,272,403,68,48,19.144,144.267,106.513,0.738,9,0.133,Yes,204,355,272,403
432,b,0009_top_20250626_t0,0009_top_20250626_t1,414.0,433.0,494.0,496.0,80.0,63.0,199,425,273,479,74,54,21.708,148.718,116.73,0.785,9,0.146,Yes,199,425,273,479
442,d,0009_top_20250704_t0,0009_top_20250704_t1,14.0,327.0,52.0,443.0,38.0,116.0,77,272,113,398,36,126,11.011,87.92,92.59,1.053,9,0.125,Yes,77,272,113,398
443,d,0009_top_20250704_t0,0009_top_20250704_t1,76.0,332.0,108.0,438.0,32.0,106.0,138,279,171,388,33,109,9.301,80.455,81.492,1.013,9,0.116,Yes,138,279,171,388
445,c,0009_top_20250705_t0,0009_top_20250705_t1,156.0,67.0,181.0,129.0,25.0,62.0,385,275,428,307,43,32,12.104,97.837,106.668,1.09,9,0.124,Yes,385,275,428,307
446,c,0009_top_20250705_t0,0009_top_20250705_t1,375.0,143.0,412.0,207.0,37.0,64.0,180,605,220,640,40,35,19.609,123.329,87.201,0.707,9,0.159,Yes,180,605,220,640
447,c,0009_top_20250705_t0,0009_top_20250705_t1,231.0,272.0,262.0,333.0,31.0,61.0,235,298,271,328,36,30,12.981,105.38,91.831,0.871,9,0.123,Yes,235,298,271,328
448,c,0009_top_20250705_t0,0009_top_20250705_t1,76.0,230.0,104.0,291.0,28.0,61.0,354,100,394,131,40,31,16.643,99.035,113.455,1.146,9,0.168,Yes,354,100,394,131
449,c,0009_top_20250705_t0,0009_top_20250705_t1,144.0,354.0,177.0,418.0,33.0,64.0,262,137,300,165,38,28,16.492,108.904,104.019,0.955,9,0.151,Yes,262,137,300,165
450,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,541.0,389.0,600.0,33.0,59.0,18,349,49,386,31,37,27.115,104.89,90.427,0.862,9,0.259,Yes,18,349,49,386
451,c,0009_top_20250705_t0,0009_top_20250705_t1,344.0,172.0,380.0,234.0,36.0,62.0,182,552,228,596,46,44,28.814,119.097,106.212,0.892,9,0.242,Yes,182,552,228,596
452,c,0009_top_20250705_t0,0009_top_20250705_t1,86.0,415.0,115.0,471.0,29.0,56.0,275,50,306,77,31,27,13.314,94.763,95.776,1.011,9,0.14,Yes,275,50,306,77
453,c,0009_top_20250705_t0,0009_top_20250705_t1,119.0,483.0,154.0,539.0,35.0,56.0,230,63,264,93,34,30,16.031,104.235,104.35,1.001,9,0.154,Yes,230,63,264,93
454,c,0009_top_20250705_t0,0009_top_20250705_t1,198.0,311.0,232.0,369.0,34.0,58.0,242,233,283,263,41,30,7.5,107.713,104.809,0.973,9,0.07,Yes,242,233,283,263
455,c,0009_top_20250705_t0,0009_top_20250705_t1,330.0,4.0,356.0,55.0,26.0,51.0,300,601,344,639,44,38,18.722,92.655,94.81,1.023,9,0.202,Yes,300,601,344,639
456,c,0009_top_20250705_t0,0009_top_20250705_t1,176.0,331.0,212.0,391.0,36.0,60.0,245,198,285,227,40,29,8.559,112.699,104.202,0.925,9,0.076,Yes,245,198,285,227
457,c,0009_top_20250705_t0,0009_top_20250705_t1,96.0,218.0,128.0,270.0,32.0,52.0,348,161,386,194,38,33,25.005,99.156,107.056,1.08,9,0.252,Yes,348,161,386,194
458,c,0009_top_20250705_t0,0009_top_20250705_t1,105.0,492.0,131.0,550.0,26.0,58.0,238,41,270,70,32,29,14.534,89.14,101.415,1.138,9,0.163,Yes,238,41,270,70
459,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,457.0,394.0,512.0,38.0,55.0,48,405,88,444,40,39,23.691,113.406,103.005,0.908,9,0.209,Yes,48,405,88,444
460,c,0009_top_20250705_t0,0009_top_20250705_t1,347.0,181.0,372.0,233.0,25.0,52.0,194,510,226,548,32,38,27.951,89.805,82.329,0.917,9,0.311,Yes,194,510,226,548
461,c,0009_top_20250705_t0,0009_top_20250705_t1,356.0,252.0,395.0,311.0,39.0,59.0,131,528,172,572,41,44,34.384,120.88,100.424,0.831,9,0.284,Yes,131,528,172,572
462,c,0009_top_20250705_t0,0009_top_20250705_t1,248.0,540.0,278.0,601.0,30.0,61.0,117,189,152,227,35,38,11.8,100.419,107.168,1.067,9,0.118,Yes,117,189,152,227
463,c,0009_top_20250705_t0,0009_top_20250705_t1,146.0,160.0,182.0,224.0,36.0,64.0,337,222,386,261,49,39,12.42,117.456,128.55,1.094,9,0.106,Yes,337,222,386,261
464,c,0009_top_20250705_t0,0009_top_20250705_t1,340.0,472.0,377.0,537.0,37.0,65.0,53,364,98,400,45,36,19.912,117.686,110.436,0.938,9,0.169,Yes,53,364,98,400
465,c,0009_top_20250705_t0,0009_top_20250705_t1,325.0,198.0,359.0,254.0,34.0,56.0,204,461,243,496,39,35,29.841,109.986,93.408,0.849,9,0.271,Yes,204,461,243,496
466,c,0009_top_20250705_t0,0009_top_20250705_t1,397.0,524.0,424.0,577.0,27.0,53.0,0,426,29,469,29,43,17.678,89.872,88.73,0.987,9,0.197,Yes,0,426,29,469
467,c,0009_top_20250705_t0,0009_top_20250705_t1,163.0,448.0,186.0,499.0,23.0,51.0,223,129,256,151,33,22,11.853,81.345,87.801,1.079,9,0.146,Yes,223,129,256,151
468,c,0009_top_20250705_t0,0009_top_20250705_t1,339.0,266.0,375.0,327.0,36.0,61.0,141,486,185,528,44,42,29.206,116.276,105.603,0.908,9,0.251,Yes,141,486,185,528
469,c,0009_top_20250705_t0,0009_top_20250705_t1,301.0,306.0,339.0,364.0,38.0,58.0,158,397,202,437,44,40,20.506,116.516,109.809,0.942,9,0.176,Yes,158,397,202,437
470,c,0009_top_20250705_t0,0009_top_20250705_t1,130.0,190.0,161.0,249.0,31.0,59.0,339,220,384,254,45,34,30.696,103.247,117.29,1.136,9,0.297,Yes,339,220,384,254
471,c,0009_top_20250705_t0,0009_top_20250705_t1,320.0,285.0,359.0,347.0,39.0,62.0,151,439,192,477,41,38,22.727,122.147,99.81,0.817,9,0.186,Yes,151,439,192,477
472,c,0009_top_20250705_t0,0009_top_20250705_t1,288.0,33.0,325.0,94.0,37.0,61.0,304,547,351,590,47,43,27.541,121.264,105.891,0.873,9,0.227,Yes,304,547,351,590
473,c,0009_top_20250705_t0,0009_top_20250705_t1,286.0,322.0,320.0,382.0,34.0,60.0,166,357,207,392,41,35,17.671,110.535,102.005,0.923,9,0.16,Yes,166,357,207,392
474,c,0009_top_20250705_t0,0009_top_20250705_t1,157.0,445.0,190.0,501.0,33.0,56.0,222,121,255,152,33,31,12.51,101.316,100.005,0.987,9,0.123,Yes,222,121,255,152
475,c,0009_top_20250705_t0,0009_top_20250705_t1,391.0,421.0,426.0,482.0,35.0,61.0,38,446,81,489,43,43,26.627,112.045,108.6,0.969,9,0.238,Yes,38,446,81,489
476,c,0009_top_20250705_t0,0009_top_20250705_t1,150.0,362.0,174.0,416.0,24.0,54.0,259,171,296,195,37,24,25.348,85.633,95.0,1.109,9,0.296,Yes,259,171,296,195
477,c,0009_top_20250705_t0,0009_top_20250705_t1,99.0,220.0,121.0,270.0,22.0,50.0,356,134,390,164,34,30,12.659,79.981,97.745,1.222,9,0.158,Yes,356,134,390,164
478,c,0009_top_20250705_t0,0009_top_20250705_t1,260.0,61.0,284.0,112.0,24.0,51.0,324,456,362,492,38,36,11.673,88.391,90.907,1.028,9,0.132,Yes,324,456,362,492
479,c,0009_top_20250705_t0,0009_top_20250705_t1,244.0,81.0,270.0,135.0,26.0,54.0,323,414,368,453,45,39,4.61,93.338,107.299,1.15,9,0.049,Yes,323,414,368,453
480,c,0009_top_20250705_t0,0009_top_20250705_t1,323.0,494.0,354.0,552.0,31.0,58.0,63,322,110,361,47,39,17.007,100.499,119.62,1.19,9,0.169,Yes,63,322,110,361
481,c,0009_top_20250705_t0,0009_top_20250705_t1,173.0,427.0,208.0,485.0,35.0,58.0,216,152,251,181,35,29,8.5,107.713,98.858,0.918,9,0.079,Yes,216,152,251,181
482,c,0009_top_20250705_t0,0009_top_20250705_t1,277.0,48.0,304.0,101.0,27.0,53.0,316,499,355,538,39,39,15.532,95.483,93.606,0.98,9,0.163,Yes,316,499,355,538
483,c,0009_top_20250705_t0,0009_top_20250705_t1,192.0,412.0,227.0,470.0,35.0,58.0,208,176,236,209,28,33,14.16,107.713,89.196,0.828,9,0.131,Yes,208,176,236,209
484,c,0009_top_20250705_t0,0009_top_20250705_t1,377.0,542.0,405.0,596.0,28.0,54.0,0,384,39,422,39,38,24.52,92.022,102.201,1.111,9,0.266,Yes,0,384,39,422
485,c,0009_top_20250705_t0,0009_top_20250705_t1,272.0,342.0,299.0,399.0,27.0,57.0,174,318,215,353,41,35,13.153,94.048,104.809,1.114,9,0.14,Yes,174,318,215,353
486,c,0009_top_20250705_t0,0009_top_20250705_t1,136.0,463.0,172.0,518.0,36.0,55.0,228,94,263,124,35,30,13.0,106.527,103.711,0.974,9,0.122,Yes,228,94,263,124
487,c,0009_top_20250705_t0,0009_top_20250705_t1,375.0,436.0,411.0,492.0,36.0,56.0,19,484,63,530,44,46,69.464,109.636,110.802,1.011,9,0.634,No,19,484,63,530
529,b,0009_top_20250707_t0,0009_top_20250707_t1,80.0,395.0,166.0,471.0,86.0,76.0,69,431,149,495,80,64,6.021,158.824,161.245,1.015,6,0.038,Yes,69,431,149,495
530,b,0009_top_20250707_t0,0009_top_20250707_t1,150.0,128.0,236.0,198.0,86.0,70.0,115,179,193,241,78,62,17.335,155.708,157.28,1.01,6,0.111,Yes,115,179,193,241
531,b,0009_top_20250707_t0,0009_top_20250707_t1,94.0,323.0,176.0,399.0,82.0,76.0,76,364,153,430,77,66,3.808,154.052,157.436,1.022,6,0.025,Yes,76,364,153,430
532,b,0009_top_20250707_t0,0009_top_20250707_t1,234.0,153.0,315.0,227.0,81.0,74.0,193,186,269,252,76,66,14.151,147.492,154.871,1.05,6,0.096,Yes,193,186,269,252
533,b,0009_top_20250707_t0,0009_top_20250707_t1,411.0,232.0,489.0,308.0,78.0,76.0,357,217,431,282,74,65,2.55,135.152,148.189,1.096,6,0.019,Yes,357,217,431,282
534,b,0009_top_20250707_t0,0009_top_20250707_t1,328.0,199.0,406.0,268.0,78.0,69.0,278,202,350,266,72,64,7.28,136.191,146.492,1.076,6,0.053,Yes,278,202,350,266
535,b,0009_top_20250707_t0,0009_top_20250707_t1,135.0,492.0,219.0,565.0,84.0,73.0,125,502,202,574,77,72,9.434,150.722,160.378,1.064,6,0.063,Yes,125,502,202,574
536,b,0009_top_20250707_t0,0009_top_20250707_t1,523.0,223.0,601.0,292.0,78.0,69.0,459,184,526,246,67,62,8.86,127.264,134.529,1.057,6,0.07,Yes,459,184,526,246
537,b,0009_top_20250707_t0,0009_top_20250707_t1,329.0,448.0,367.0,576.0,38.0,128.0,297,434,335,543,38,109,8.201,123.976,128.845,1.039,6,0.066,Yes,297,434,335,543
538,b,0009_top_20250707_t0,0009_top_20250707_t1,558.0,428.0,594.0,548.0,36.0,120.0,502,366,544,473,42,107,26.173,111.772,129.835,1.162,6,0.234,Yes,502,366,544,473
539,b,0009_top_20250707_t0,0009_top_20250707_t1,368.0,448.0,407.0,572.0,39.0,124.0,331,425,373,541,42,116,8.062,121.495,138.683,1.141,6,0.066,Yes,331,425,373,541
540,b,0009_top_20250707_t0,0009_top_20250707_t1,445.0,430.0,489.0,560.0,44.0,130.0,398,396,445,514,47,118,10.012,128.222,146.103,1.139,6,0.078,Yes,398,396,445,514
541,b,0009_top_20250707_t0,0009_top_20250707_t1,290.0,444.0,328.0,573.0,38.0,129.0,260,436,299,548,39,112,7.211,126.194,133.225,1.056,6,0.057,Yes,260,436,299,548
542,b,0009_top_20250707_t0,0009_top_20250707_t1,405.0,434.0,445.0,562.0,40.0,128.0,364,415,406,522,42,107,9.014,124.535,132.008,1.06,6,0.072,Yes,364,415,406,522
543,b,0009_top_20250709_t0,0009_top_20250709_t1,446.0,0.0,500.0,116.0,54.0,116.0,463,85,497,216,34,131,2.062,82.976,72.471,0.873,7,0.025,Yes,463,85,497,216
544,b,0009_top_20250709_t0,0009_top_20250709_t1,268.0,108.0,304.0,233.0,36.0,125.0,283,100,311,209,28,109,5.701,69.836,60.374,0.865,7,0.082,Yes,283,100,311,209
545,b,0009_top_20250709_t0,0009_top_20250709_t1,311.0,78.0,346.0,213.0,35.0,135.0,323,95,352,217,29,122,6.5,74.706,66.212,0.886,7,0.087,Yes,323,95,352,217
546,b,0009_top_20250709_t0,0009_top_20250709_t1,514.0,0.0,557.0,104.0,43.0,104.0,512,115,544,230,32,115,6.403,72.346,65.863,0.91,7,0.089,Yes,512,115,544,230
547,b,0009_top_20250709_t0,0009_top_20250709_t1,135.0,139.0,171.0,275.0,36.0,136.0,172,61,201,173,29,112,10.308,70.264,61.741,0.879,7,0.147,Yes,172,61,201,173
548,b,0009_top_20250709_t0,0009_top_20250709_t1,177.0,131.0,217.0,265.0,40.0,134.0,209,77,235,190,26,113,8.5,72.007,60.415,0.839,7,0.118,Yes,209,77,235,190
549,b,0009_top_20250709_t0,0009_top_20250709_t1,399.0,31.0,436.0,171.0,37.0,140.0,408,96,441,229,33,133,4.717,80.777,74.243,0.919,7,0.058,Yes,408,96,441,229
550,b,0009_top_20250709_t0,0009_top_20250709_t1,87.0,138.0,121.0,278.0,34.0,140.0,132,38,162,154,30,116,12.619,70.937,62.65,0.883,7,0.178,Yes,132,38,162,154
551,b,0009_top_20250709_t0,0009_top_20250709_t1,356.0,68.0,391.0,192.0,35.0,124.0,365,106,394,220,29,114,3.905,71.344,63.063,0.884,7,0.055,Yes,365,106,394,220
552,b,0009_top_20250709_t0,0009_top_20250709_t1,434.0,471.0,474.0,632.0,40.0,161.0,349,477,386,626,37,149,18.668,70.725,91.236,1.29,7,0.264,Yes,349,477,386,626
553,b,0009_top_20250709_t0,0009_top_20250709_t1,224.0,131.0,262.0,263.0,38.0,132.0,245,100,272,213,27,113,7.616,71.12,60.415,0.849,7,0.107,Yes,245,100,272,213
554,b,0009_top_20250709_t0,0009_top_20250709_t1,388.0,496.0,426.0,639.0,38.0,143.0,310,477,344,611,34,134,22.94,62.129,81.86,1.318,7,0.369,Yes,310,477,344,611
555,b,0009_top_20250709_t0,0009_top_20250709_t1,482.0,454.0,525.0,600.0,43.0,146.0,395,491,433,631,38,140,17.951,68.6,88.119,1.285,7,0.262,Yes,395,491,433,631
559,c,0010_top_20250623_t0,0010_top_20250623_t1,39.0,10.0,133.0,105.0,94.0,95.0,0,1,53,92,53,91,20.67,129.958,80.808,0.622,6,0.159,Yes,0,1,53,92
560,c,0010_top_20250623_t0,0010_top_20250623_t1,49.0,114.0,137.0,209.0,88.0,95.0,0,105,66,228,66,123,4.472,121.511,104.005,0.856,6,0.037,Yes,0,105,66,228
561,c,0010_top_20250623_t0,0010_top_20250623_t1,55.0,216.0,145.0,318.0,90.0,102.0,0,196,83,329,83,133,7.382,123.065,122.919,0.999,6,0.06,Yes,0,196,83,329
562,c,0010_top_20250623_t0,0010_top_20250623_t1,69.0,321.0,147.0,401.0,78.0,80.0,19,310,93,407,74,97,8.0,101.02,102.65,1.016,6,0.079,Yes,19,310,93,407
563,c,0010_top_20250623_t0,0010_top_20250623_t1,87.0,451.0,128.0,638.0,41.0,187.0,55,443,100,624,45,181,6.801,116.765,122.102,1.046,6,0.058,Yes,55,443,100,624
564,c,0010_top_20250623_t0,0010_top_20250623_t1,146.0,445.0,190.0,624.0,44.0,179.0,109,418,161,595,52,177,1.118,118.207,120.83,1.022,6,0.009,Yes,109,418,161,595
567,b,0010_top_20250630_t0,0010_top_20250630_t1,253.0,26.0,316.0,73.0,63.0,47.0,223,33,287,83,64,50,3.808,93.941,97.944,1.043,8,0.041,Yes,223,33,287,83
568,b,0010_top_20250630_t0,0010_top_20250630_t1,408.0,14.0,470.0,63.0,62.0,49.0,379,19,441,73,62,54,2.915,96.607,93.536,0.968,8,0.03,Yes,379,19,441,73
569,b,0010_top_20250630_t0,0010_top_20250630_t1,407.0,120.0,470.0,171.0,63.0,51.0,377,125,441,177,64,52,2.121,98.843,94.826,0.959,8,0.021,Yes,377,125,441,177
570,b,0010_top_20250630_t0,0010_top_20250630_t1,243.0,385.0,310.0,432.0,67.0,47.0,217,391,282,441,65,50,11.011,96.005,98.387,1.025,8,0.115,Yes,217,391,282,441
571,b,0010_top_20250630_t0,0010_top_20250630_t1,244.0,442.0,308.0,486.0,64.0,44.0,216,448,280,492,64,44,12.855,91.181,94.937,1.041,8,0.141,Yes,216,448,280,492
572,b,0010_top_20250630_t0,0010_top_20250630_t1,247.0,320.0,312.0,376.0,65.0,56.0,221,333,284,381,63,48,10.512,97.046,95.708,0.986,8,0.108,Yes,221,333,284,381
573,b,0010_top_20250630_t0,0010_top_20250630_t1,238.0,562.0,317.0,608.0,79.0,46.0,213,563,289,609,76,46,12.176,108.157,109.385,1.011,8,0.113,Yes,213,563,289,609
574,b,0010_top_20250630_t0,0010_top_20250630_t1,243.0,498.0,305.0,541.0,62.0,43.0,217,502,278,549,61,47,14.142,87.664,91.679,1.046,8,0.161,Yes,217,502,278,549
575,b,0010_top_20250630_t0,0010_top_20250630_t1,0.0,279.0,142.0,640.0,142.0,361.0,0,313,103,640,103,327,39.0,319.201,304.067,0.953,8,0.122,Yes,0,313,103,640
576,b,0010_top_20250707_t0,0010_top_20250707_t1,273.0,420.0,301.0,525.0,28.0,105.0,254,400,293,537,39,137,18.742,87.664,112.071,1.278,9,0.214,Yes,254,400,293,537
579,b,0010_top_20250708_t0,0010_top_20250708_t1,354.0,173.0,410.0,383.0,56.0,210.0,317,176,363,335,46,159,30.336,126.115,179.003,1.419,10,0.241,Yes,317,176,363,335
583,c,0011_top_20250623_t0,0011_top_20250623_t1,67.0,332.0,151.0,403.0,84.0,71.0,49,388,131,456,82,68,0.5,106.212,109.809,1.034,6,0.005,Yes,49,388,131,456
584,c,0011_top_20250623_t0,0011_top_20250623_t1,55.0,555.0,152.0,630.0,97.0,75.0,38,600,129,639,91,39,13.124,131.552,113.23,0.861,6,0.1,Yes,38,600,129,639
585,c,0011_top_20250623_t0,0011_top_20250623_t1,72.0,225.0,147.0,309.0,75.0,84.0,51,286,128,368,77,82,1.414,100.424,109.202,1.087,6,0.014,Yes,51,286,128,368
586,c,0011_top_20250623_t0,0011_top_20250623_t1,51.0,449.0,161.0,521.0,110.0,72.0,34,496,140,569,106,73,2.55,136.499,139.463,1.022,6,0.019,Yes,34,496,140,569
587,c,0011_top_20250623_t0,0011_top_20250623_t1,376.0,19.0,429.0,248.0,53.0,229.0,334,108,385,323,51,215,4.61,94.626,97.082,1.026,6,0.049,Yes,334,108,385,323
588,c,0011_top_20250623_t0,0011_top_20250623_t1,363.0,340.0,415.0,538.0,52.0,198.0,321,407,374,591,53,184,3.0,93.744,93.744,1.0,6,0.032,Yes,321,407,374,591
589,b,0011_top_20250626_t0,0011_top_20250626_t1,284.0,243.0,322.0,382.0,38.0,139.0,436,439,486,538,50,99,16.568,99.905,115.313,1.154,9,0.166,Yes,436,439,486,538
597,b,0011_top_20250630_t0,0011_top_20250630_t1,382.0,419.0,447.0,471.0,65.0,52.0,374,361,436,410,62,49,2.55,90.338,92.59,1.025,8,0.028,Yes,374,361,436,410
598,b,0011_top_20250630_t0,0011_top_20250630_t1,379.0,296.0,446.0,352.0,67.0,56.0,374,240,438,293,64,53,2.5,93.022,94.414,1.015,8,0.027,Yes,374,240,438,293
599,b,0011_top_20250630_t0,0011_top_20250630_t1,211.0,327.0,279.0,376.0,68.0,49.0,210,259,277,304,67,45,1.5,91.788,91.706,0.999,8,0.016,Yes,210,259,277,304
600,b,0011_top_20250630_t0,0011_top_20250630_t1,380.0,66.0,438.0,119.0,58.0,53.0,381,17,438,70,57,53,0.5,78.715,82.492,1.048,8,0.006,Yes,381,17,438,70
603,d,0011_top_20250708_t0,0011_top_20250708_t1,141.0,306.0,181.0,415.0,40.0,109.0,55,344,98,452,43,108,1.803,73.817,75.802,1.027,9,0.024,Yes,55,344,98,452
604,d,0011_top_20250708_t0,0011_top_20250708_t1,177.0,28.0,213.0,156.0,36.0,128.0,90,76,132,207,42,131,21.783,68.6,90.554,1.32,9,0.318,Yes,90,76,132,207
605,d,0011_top_20250708_t0,0011_top_20250708_t1,523.0,299.0,567.0,432.0,44.0,133.0,443,297,487,429,44,132,24.187,86.833,93.231,1.074,9,0.279,Yes,443,297,487,429
606,d,0011_top_20250708_t0,0011_top_20250708_t1,71.0,284.0,112.0,423.0,41.0,139.0,0,331,26,468,26,137,10.308,89.889,81.933,0.911,9,0.115,Yes,0,331,26,468
607,c,0011_top_20250711_t0,0011_top_20250711_t1,380.0,147.0,426.0,287.0,46.0,140.0,380,147,426,287,46,140,7.81,101.828,107.075,1.052,8,0.077,Yes,380,147,426,287
608,c,0011_top_20250711_t0,0011_top_20250711_t1,486.0,205.0,531.0,332.0,45.0,127.0,486,205,531,332,45,127,2.236,96.83,94.34,0.974,8,0.023,Yes,486,205,531,332
609,c,0011_top_20250711_t0,0011_top_20250711_t1,90.0,279.0,145.0,470.0,55.0,191.0,90,279,145,470,55,191,6.185,116.103,125.176,1.078,8,0.053,Yes,90,279,145,470
610,c,0011_top_20250711_t0,0011_top_20250711_t1,330.0,142.0,375.0,272.0,45.0,130.0,330,142,375,272,45,130,7.382,94.493,103.407,1.094,8,0.078,Yes,330,142,375,272
611,c,0011_top_20250711_t0,0011_top_20250711_t1,1.0,348.0,51.0,514.0,50.0,166.0,1,348,51,514,50,166,9.862,99.035,105.759,1.068,8,0.1,Yes,1,348,51,514
612,c,0011_top_20250711_t0,0011_top_20250711_t1,43.0,294.0,92.0,424.0,49.0,130.0,43,294,92,424,49,130,10.062,87.0,95.016,1.092,8,0.116,Yes,43,294,92,424
613,b,0012_top_20250630_t0,0012_top_20250630_t1,227.0,336.0,295.0,383.0,68.0,47.0,205,310,277,359,72,49,6.519,95.273,99.925,1.049,8,0.068,Yes,205,310,277,359
614,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,268.0,288.0,310.0,67.0,42.0,200,238,271,280,71,42,4.123,93.92,96.462,1.027,8,0.044,Yes,200,238,271,280
615,b,0012_top_20250630_t0,0012_top_20250630_t1,223.0,71.0,289.0,120.0,66.0,49.0,210,35,277,81,67,46,6.946,98.899,93.048,0.941,8,0.07,Yes,210,35,277,81
616,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,134.0,287.0,185.0,66.0,51.0,205,93,274,146,69,53,3.64,97.576,96.933,0.993,8,0.037,Yes,205,93,274,146
617,b,0012_top_20250630_t0,0012_top_20250630_t1,226.0,196.0,293.0,246.0,67.0,50.0,207,162,278,212,71,50,3.808,96.773,98.433,1.017,8,0.039,Yes,207,162,278,212
618,b,0012_top_20250630_t0,0012_top_20250630_t1,388.0,334.0,464.0,388.0,76.0,54.0,376,320,458,382,82,62,3.606,95.462,96.151,1.007,8,0.038,Yes,376,320,458,382
