vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640,image_path,stop_bool,ok_all
227,c,0004_top_20250703_t0,0004_top_20250703_t1,351.0,268.0,390.0,361.0,39.0,93.0,351.0,268.0,390.0,361.0,39,93,33.723,107.378,146.373,1.363,6,0.314,Yes,351.0,268.0,390.0,361.0,D:\projects\illegal_parking_project\data\images\0004_top_20250703_t1.jpg,True,True
229,c,0004_top_20250705_t0,0004_top_20250705_t1,188.0,573.0,249.0,621.0,61.0,48.0,72.0,579.0,127.0,640.0,55,61,5.025,126.657,81.835,0.646,11,0.04,Yes,72.0,579.0,127.0,640.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
230,c,0004_top_20250705_t0,0004_top_20250705_t1,194.0,516.0,251.0,559.0,57.0,43.0,96.0,515.0,150.0,577.0,54,62,11.336,123.065,84.504,0.687,11,0.092,Yes,96.0,515.0,150.0,577.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
231,c,0004_top_20250705_t0,0004_top_20250705_t1,275.0,282.0,327.0,325.0,52.0,43.0,245.0,285.0,302.0,351.0,57,66,8.062,134.358,99.358,0.74,11,0.06,Yes,245.0,285.0,302.0,351.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
232,c,0004_top_20250705_t0,0004_top_20250705_t1,262.0,437.0,321.0,483.0,59.0,46.0,187.0,464.0,248.0,538.0,61,74,1.803,127.781,100.005,0.783,11,0.014,Yes,187.0,464.0,248.0,538.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
233,c,0004_top_20250705_t0,0004_top_20250705_t1,275.0,237.0,329.0,285.0,54.0,48.0,263.0,244.0,308.0,305.0,45,61,19.105,150.629,84.172,0.559,11,0.127,Yes,263.0,244.0,308.0,305.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
234,c,0004_top_20250705_t0,0004_top_20250705_t1,256.0,487.0,316.0,532.0,60.0,45.0,169.0,518.0,228.0,595.0,59,77,3.162,123.693,96.333,0.779,11,0.026,Yes,169.0,518.0,228.0,595.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
235,c,0004_top_20250705_t0,0004_top_20250705_t1,368.0,435.0,409.0,514.0,41.0,79.0,298.0,559.0,357.0,638.0,59,79,9.341,112.432,96.426,0.858,11,0.083,Yes,298.0,559.0,357.0,638.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
236,c,0004_top_20250705_t0,0004_top_20250705_t1,457.0,63.0,488.0,133.0,31.0,70.0,522.0,153.0,550.0,238.0,28,85,8.515,136.781,89.872,0.657,11,0.062,Yes,522.0,153.0,550.0,238.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
237,c,0004_top_20250705_t0,0004_top_20250705_t1,423.0,261.0,462.0,315.0,39.0,54.0,429.0,372.0,468.0,453.0,39,81,10.548,104.661,85.796,0.82,11,0.101,Yes,429.0,372.0,468.0,453.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
238,c,0004_top_20250705_t0,0004_top_20250705_t1,417.0,58.0,447.0,123.0,30.0,65.0,472.0,121.0,501.0,195.0,29,74,23.259,137.131,83.815,0.611,11,0.17,Yes,472.0,121.0,501.0,195.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
239,c,0004_top_20250705_t0,0004_top_20250705_t1,270.0,352.0,325.0,397.0,55.0,45.0,221.0,371.0,272.0,439.0,51,68,5.22,131.643,89.872,0.683,11,0.04,Yes,221.0,371.0,272.0,439.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
240,c,0004_top_20250705_t0,0004_top_20250705_t1,501.0,95.0,536.0,159.0,35.0,64.0,572.0,221.0,605.0,294.0,33,73,20.0,122.381,82.976,0.678,11,0.163,Yes,572.0,221.0,605.0,294.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
241,c,0004_top_20250705_t0,0004_top_20250705_t1,381.0,357.0,425.0,423.0,44.0,66.0,345.0,468.0,391.0,548.0,46,80,5.657,115.278,88.414,0.767,11,0.049,Yes,345.0,468.0,391.0,548.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
242,c,0004_top_20250705_t0,0004_top_20250705_t1,411.0,288.0,451.0,351.0,40.0,63.0,403.0,403.0,440.0,489.0,37,86,6.403,112.432,86.052,0.765,11,0.057,Yes,403.0,403.0,440.0,489.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
243,c,0004_top_20250705_t0,0004_top_20250705_t1,396.0,322.0,438.0,384.0,42.0,62.0,377.0,441.0,417.0,515.0,40,74,9.192,111.732,80.66,0.722,11,0.082,Yes,377.0,441.0,417.0,515.0,D:\projects\illegal_parking_project\data\images\0004_top_20250705_t1.jpg,True,True
253,b,0004_top_20250707_t0,0004_top_20250707_t1,265.0,37.0,325.0,109.0,60.0,72.0,228.0,97.0,290.0,144.0,62,47,3.162,58.822,62.129,1.056,10,0.054,Yes,228.0,97.0,290.0,144.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
254,b,0004_top_20250707_t0,0004_top_20250707_t1,420.0,77.0,500.0,164.0,80.0,87.0,383.0,27.0,465.0,93.0,82,66,2.0,74.626,82.928,1.111,10,0.027,Yes,383.0,27.0,465.0,93.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
255,b,0004_top_20250707_t0,0004_top_20250707_t1,81.0,229.0,152.0,334.0,71.0,105.0,99.0,351.0,160.0,478.0,61,127,4.031,73.246,89.14,1.217,10,0.055,Yes,99.0,351.0,160.0,478.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
256,b,0004_top_20250707_t0,0004_top_20250707_t1,290.0,542.0,350.0,635.0,60.0,93.0,355.0,527.0,407.0,637.0,52,110,1.0,59.666,76.42,1.281,10,0.017,Yes,355.0,527.0,407.0,637.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
257,b,0004_top_20250707_t0,0004_top_20250707_t1,349.0,56.0,413.0,141.0,64.0,85.0,306.0,56.0,371.0,118.0,65,62,6.185,64.203,68.007,1.059,10,0.096,Yes,306.0,56.0,371.0,118.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
258,b,0004_top_20250707_t0,0004_top_20250707_t1,520.0,119.0,605.0,205.0,85.0,86.0,480.0,8.0,564.0,61.0,84,53,8.86,78.032,79.404,1.018,10,0.114,Yes,480.0,8.0,564.0,61.0,D:\projects\illegal_parking_project\data\images\0004_top_20250707_t1.png,True,True
260,b,0005_top_20250626_t0,0005_top_20250626_t1,243.0,546.0,272.0,639.0,29.0,93.0,219.0,373.0,251.0,508.0,32,135,7.433,70.456,86.954,1.234,8,0.105,Yes,219.0,373.0,251.0,508.0,D:\projects\illegal_parking_project\data\images\0005_top_20250626_t1.jpg,True,True
261,b,0005_top_20250626_t0,0005_top_20250626_t1,236.0,216.0,265.0,338.0,29.0,122.0,222.0,36.0,253.0,163.0,31,127,2.828,89.185,94.414,1.059,8,0.032,Yes,222.0,36.0,253.0,163.0,D:\projects\illegal_parking_project\data\images\0005_top_20250626_t1.jpg,True,True
262,b,0005_top_20250626_t0,0005_top_20250626_t1,236.0,371.0,267.0,493.0,31.0,122.0,217.0,193.0,249.0,322.0,32,129,2.0,88.837,89.554,1.008,8,0.023,Yes,217.0,193.0,249.0,322.0,D:\projects\illegal_parking_project\data\images\0005_top_20250626_t1.jpg,True,True
263,b,0005_top_20250626_t0,0005_top_20250626_t1,395.0,466.0,420.0,553.0,25.0,87.0,383.0,305.0,409.0,396.0,26,91,14.765,59.682,76.851,1.288,8,0.247,Yes,383.0,305.0,409.0,396.0,D:\projects\illegal_parking_project\data\images\0005_top_20250626_t1.jpg,True,True
269,d,0005_top_20250705_t0,0005_top_20250705_t1,370.0,87.0,387.0,133.0,17.0,46.0,370.0,87.0,387.0,133.0,17,46,28.609,117.456,131.034,1.116,10,0.244,Yes,370.0,87.0,387.0,133.0,D:\projects\illegal_parking_project\data\images\0005_top_20250705_t1.jpg,True,True
270,d,0005_top_20250705_t0,0005_top_20250705_t1,406.0,78.0,428.0,103.0,22.0,25.0,406.0,78.0,428.0,103.0,22,25,31.048,138.192,106.212,0.769,10,0.225,Yes,406.0,78.0,428.0,103.0,D:\projects\illegal_parking_project\data\images\0005_top_20250705_t1.jpg,True,True
281,b,0005_top_20250707_t0,0005_top_20250707_t1,214.0,367.0,251.0,507.0,37.0,140.0,276.0,340.0,301.0,440.0,25,100,2.236,79.076,76.322,0.965,10,0.028,Yes,276.0,340.0,301.0,440.0,D:\projects\illegal_parking_project\data\images\0005_top_20250707_t1.png,True,True
283,d,0005_top_20250709_t0,0005_top_20250709_t1,103.0,402.0,150.0,443.0,47.0,41.0,181.0,465.0,229.0,507.0,48,42,12.748,93.814,98.473,1.05,12,0.136,Yes,181.0,465.0,229.0,507.0,D:\projects\illegal_parking_project\data\images\0005_top_20250709_t1.png,True,True
284,d,0005_top_20250709_t0,0005_top_20250709_t1,173.0,431.0,215.0,479.0,42.0,48.0,255.0,498.0,295.0,544.0,40,46,14.705,82.329,89.022,1.081,12,0.179,Yes,255.0,498.0,295.0,544.0,D:\projects\illegal_parking_project\data\images\0005_top_20250709_t1.png,True,True
285,d,0005_top_20250709_t0,0005_top_20250709_t1,215.0,122.0,236.0,193.0,21.0,71.0,287.0,176.0,311.0,245.0,24,69,7.517,93.408,93.236,0.998,12,0.08,Yes,287.0,176.0,311.0,245.0,D:\projects\illegal_parking_project\data\images\0005_top_20250709_t1.png,True,True
287,b,0006_top_20250707_t0,0006_top_20250707_t1,9.0,182.0,48.0,302.0,39.0,120.0,293.0,164.0,328.0,271.0,35,107,6.0,102.396,89.045,0.87,8,0.059,Yes,293.0,164.0,328.0,271.0,D:\projects\illegal_parking_project\data\images\0006_top_20250707_t1.jpg,True,True
298,d,0006_top_20250708_t0,0006_top_20250708_t1,222.0,266.0,294.0,548.0,72.0,282.0,138.0,259.0,212.0,529.0,74,270,6.708,104.89,78.294,0.746,6,0.064,Yes,138.0,259.0,212.0,529.0,D:\projects\illegal_parking_project\data\images\0006_top_20250708_t1.jpg,True,True
299,d,0006_top_20250708_t0,0006_top_20250708_t1,311.0,290.0,382.0,567.0,71.0,277.0,227.0,281.0,297.0,554.0,70,273,20.616,107.005,77.369,0.723,6,0.193,Yes,227.0,281.0,297.0,554.0,D:\projects\illegal_parking_project\data\images\0006_top_20250708_t1.jpg,True,True
300,d,0006_top_20250708_t0,0006_top_20250708_t1,125.0,273.0,200.0,549.0,75.0,276.0,40.0,261.0,121.0,535.0,81,274,6.671,80.957,80.623,0.996,6,0.082,Yes,40.0,261.0,121.0,535.0,D:\projects\illegal_parking_project\data\images\0006_top_20250708_t1.jpg,True,True
306,c,0006_top_20250711_t0,0006_top_20250711_t1,353.0,314.0,477.0,481.0,124.0,167.0,353.0,314.0,477.0,481.0,124,167,1.118,72.801,73.6,1.011,6,0.015,Yes,353.0,314.0,477.0,481.0,D:\projects\illegal_parking_project\data\images\0006_top_20250711_t1.jpg,True,True
307,c,0006_top_20250711_t0,0006_top_20250711_t1,205.0,246.0,296.0,477.0,91.0,231.0,205.0,246.0,296.0,477.0,91,231,2.062,75.604,72.201,0.955,6,0.027,Yes,205.0,246.0,296.0,477.0,D:\projects\illegal_parking_project\data\images\0006_top_20250711_t1.jpg,True,True
308,c,0006_top_20250711_t0,0006_top_20250711_t1,156.0,244.0,232.0,479.0,76.0,235.0,156.0,244.0,232.0,479.0,76,235,2.5,73.246,68.264,0.932,6,0.034,Yes,156.0,244.0,232.0,479.0,D:\projects\illegal_parking_project\data\images\0006_top_20250711_t1.jpg,True,True
309,c,0006_top_20250711_t0,0006_top_20250711_t1,167.0,279.0,243.0,490.0,76.0,211.0,167.0,279.0,243.0,490.0,76,211,2.915,67.424,63.246,0.938,6,0.043,Yes,167.0,279.0,243.0,490.0,D:\projects\illegal_parking_project\data\images\0006_top_20250711_t1.jpg,True,True
310,c,0006_top_20250711_t0,0006_top_20250711_t1,310.0,313.0,392.0,455.0,82.0,142.0,310.0,313.0,392.0,455.0,82,142,1.118,55.172,53.075,0.962,6,0.02,Yes,310.0,313.0,392.0,455.0,D:\projects\illegal_parking_project\data\images\0006_top_20250711_t1.jpg,True,True
311,b,0007_top_20250626_t0,0007_top_20250626_t1,261.0,405.0,331.0,459.0,70.0,54.0,205.0,430.0,236.0,569.0,31,139,8.544,80.231,85.983,1.072,8,0.106,Yes,205.0,430.0,236.0,569.0,D:\projects\illegal_parking_project\data\images\0007_top_20250626_t1.jpg,True,True
312,b,0007_top_20250626_t0,0007_top_20250626_t1,350.0,372.0,414.0,420.0,64.0,48.0,208.0,264.0,238.0,384.0,30,120,8.382,76.694,81.541,1.063,8,0.109,Yes,208.0,264.0,238.0,384.0,D:\projects\illegal_parking_project\data\images\0007_top_20250626_t1.jpg,True,True
313,b,0007_top_20250626_t0,0007_top_20250626_t1,434.0,340.0,509.0,392.0,75.0,52.0,209.0,78.0,244.0,216.0,35,138,11.769,93.984,101.789,1.083,8,0.125,Yes,209.0,78.0,244.0,216.0,D:\projects\illegal_parking_project\data\images\0007_top_20250626_t1.jpg,True,True
321,d,0007_top_20250703_t0,0007_top_20250703_t1,324.0,398.0,402.0,457.0,78.0,59.0,296.0,532.0,391.0,599.0,95,67,28.151,132.231,77.827,0.589,7,0.213,Yes,296.0,532.0,391.0,599.0,D:\projects\illegal_parking_project\data\images\0007_top_20250703_t1.png,True,True
327,c,0007_top_20250705_t0,0007_top_20250705_t1,226.0,478.0,257.0,547.0,31.0,69.0,226.0,478.0,257.0,547.0,31,69,0.0,135.148,135.148,1.0,8,0.0,Yes,226.0,478.0,257.0,547.0,D:\projects\illegal_parking_project\data\images\0007_top_20250705_t1.jpg,True,True
328,c,0007_top_20250705_t0,0007_top_20250705_t1,188.0,318.0,225.0,398.0,37.0,80.0,188.0,318.0,225.0,398.0,37,80,0.0,150.629,150.629,1.0,8,0.0,Yes,188.0,318.0,225.0,398.0,D:\projects\illegal_parking_project\data\images\0007_top_20250705_t1.jpg,True,True
329,c,0007_top_20250705_t0,0007_top_20250705_t1,333.0,527.0,363.0,591.0,30.0,64.0,333.0,527.0,363.0,591.0,30,64,0.0,113.846,113.846,1.0,8,0.0,Yes,333.0,527.0,363.0,591.0,D:\projects\illegal_parking_project\data\images\0007_top_20250705_t1.jpg,True,True
330,b,0007_top_20250707_t0,0007_top_20250707_t1,61.0,447.0,97.0,564.0,36.0,117.0,197.0,398.0,232.0,517.0,35,119,5.0,114.39,115.104,1.006,7,0.044,Yes,197.0,398.0,232.0,517.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
331,b,0007_top_20250707_t0,0007_top_20250707_t1,161.0,447.0,193.0,564.0,32.0,117.0,294.0,400.0,329.0,515.0,35,115,5.025,106.452,107.355,1.008,7,0.047,Yes,294.0,400.0,329.0,515.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
332,b,0007_top_20250707_t0,0007_top_20250707_t1,127.0,445.0,161.0,566.0,34.0,121.0,262.0,401.0,296.0,515.0,34,114,5.523,112.294,106.471,0.948,7,0.049,Yes,262.0,401.0,296.0,515.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
333,b,0007_top_20250707_t0,0007_top_20250707_t1,0.0,462.0,29.0,568.0,29.0,106.0,135.0,411.0,167.0,517.0,32,106,6.519,104.101,106.532,1.023,7,0.063,Yes,135.0,411.0,167.0,517.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
334,b,0007_top_20250707_t0,0007_top_20250707_t1,466.0,168.0,499.0,282.0,33.0,114.0,603.0,124.0,636.0,231.0,33,107,4.272,89.051,84.054,0.944,7,0.048,Yes,603.0,124.0,636.0,231.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
335,b,0007_top_20250707_t0,0007_top_20250707_t1,29.0,453.0,61.0,570.0,32.0,117.0,166.0,407.0,198.0,520.0,32,113,7.0,112.872,110.145,0.976,7,0.062,Yes,166.0,407.0,198.0,520.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
336,b,0007_top_20250707_t0,0007_top_20250707_t1,193.0,376.0,325.0,566.0,132.0,190.0,324.0,331.0,453.0,498.0,129,167,7.159,239.176,219.804,0.919,7,0.03,Yes,324.0,331.0,453.0,498.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
337,b,0007_top_20250707_t0,0007_top_20250707_t1,98.0,451.0,129.0,562.0,31.0,111.0,235.0,405.0,266.0,514.0,31,109,8.016,103.354,102.474,0.991,7,0.078,Yes,235.0,405.0,266.0,514.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
338,b,0007_top_20250707_t0,0007_top_20250707_t1,206.0,173.0,243.0,293.0,37.0,120.0,341.0,127.0,380.0,246.0,39,119,5.0,92.785,93.814,1.011,7,0.054,Yes,341.0,127.0,380.0,246.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
339,b,0007_top_20250707_t0,0007_top_20250707_t1,237.0,175.0,275.0,290.0,38.0,115.0,374.0,125.0,410.0,243.0,36,118,4.123,90.736,91.417,1.008,7,0.045,Yes,374.0,125.0,410.0,243.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
340,b,0007_top_20250707_t0,0007_top_20250707_t1,169.0,178.0,209.0,295.0,40.0,117.0,304.0,131.0,344.0,247.0,40,116,4.031,94.578,94.032,0.994,7,0.043,Yes,304.0,131.0,344.0,247.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
341,b,0007_top_20250707_t0,0007_top_20250707_t1,104.0,185.0,139.0,301.0,35.0,116.0,237.0,151.0,275.0,253.0,38,102,2.121,92.114,88.006,0.955,7,0.023,Yes,237.0,151.0,275.0,253.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
342,b,0007_top_20250707_t0,0007_top_20250707_t1,345.0,178.0,376.0,293.0,31.0,115.0,462.0,146.0,501.0,310.0,39,164,31.847,86.954,125.22,1.44,7,0.366,Yes,462.0,146.0,501.0,310.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
343,b,0007_top_20250707_t0,0007_top_20250707_t1,137.0,182.0,173.0,298.0,36.0,116.0,273.0,140.0,308.0,247.0,35,107,4.272,92.114,86.822,0.943,7,0.046,Yes,273.0,140.0,308.0,247.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
344,b,0007_top_20250707_t0,0007_top_20250707_t1,272.0,171.0,306.0,292.0,34.0,121.0,407.0,127.0,444.0,243.0,37,116,5.099,91.302,91.586,1.003,7,0.056,Yes,407.0,127.0,444.0,243.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
345,b,0007_top_20250707_t0,0007_top_20250707_t1,309.0,177.0,343.0,290.0,34.0,113.0,440.0,134.0,477.0,241.0,37,107,2.5,87.983,86.533,0.984,7,0.028,Yes,440.0,134.0,477.0,241.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
346,b,0007_top_20250707_t0,0007_top_20250707_t1,76.0,182.0,108.0,301.0,32.0,119.0,207.0,140.0,244.0,251.0,37,111,2.0,93.648,93.477,0.998,7,0.021,Yes,207.0,140.0,244.0,251.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
347,b,0007_top_20250707_t0,0007_top_20250707_t1,39.0,169.0,75.0,303.0,36.0,134.0,170.0,137.0,211.0,249.0,41,112,2.5,106.33,99.02,0.931,7,0.024,Yes,170.0,137.0,211.0,249.0,D:\projects\illegal_parking_project\data\images\0007_top_20250707_t1.jpg,True,True
363,c,0007_top_20250708_t0,0007_top_20250708_t1,449.0,121.0,563.0,440.0,114.0,319.0,0.0,93.0,49.0,408.0,49,315,25.0,186.4,125.495,0.673,9,0.134,Yes,0.0,93.0,49.0,408.0,D:\projects\illegal_parking_project\data\images\0007_top_20250708_t1.jpg,True,True
369,c,0008_top_20250623_t0,0008_top_20250623_t1,165.0,476.0,239.0,559.0,74.0,83.0,199.0,404.0,293.0,472.0,94,68,7.5,103.005,108.706,1.055,6,0.073,Yes,199.0,404.0,293.0,472.0,D:\projects\illegal_parking_project\data\images\0008_top_20250623_t1.jpg,True,True
370,c,0008_top_20250623_t0,0008_top_20250623_t1,121.0,258.0,161.0,434.0,40.0,176.0,195.0,108.0,248.0,311.0,53,203,1.118,119.474,138.539,1.16,6,0.009,Yes,195.0,108.0,248.0,311.0,D:\projects\illegal_parking_project\data\images\0008_top_20250623_t1.jpg,True,True
371,c,0008_top_20250623_t0,0008_top_20250623_t1,180.0,250.0,218.0,428.0,38.0,178.0,259.0,142.0,309.0,350.0,50,208,0.707,121.709,138.683,1.139,6,0.006,Yes,259.0,142.0,309.0,350.0,D:\projects\illegal_parking_project\data\images\0008_top_20250623_t1.jpg,True,True
372,c,0008_top_20250623_t0,0008_top_20250623_t1,158.0,584.0,255.0,640.0,97.0,56.0,172.0,516.0,289.0,594.0,117,78,6.708,114.965,131.503,1.144,6,0.058,Yes,172.0,516.0,289.0,594.0,D:\projects\illegal_parking_project\data\images\0008_top_20250623_t1.jpg,True,True
373,c,0008_top_20250623_t0,0008_top_20250623_t1,340.0,292.0,389.0,449.0,49.0,157.0,434.0,304.0,482.0,489.0,48,185,9.618,125.431,125.734,1.002,6,0.077,Yes,434.0,304.0,482.0,489.0,D:\projects\illegal_parking_project\data\images\0008_top_20250623_t1.jpg,True,True
376,d,0008_top_20250624_t0,0008_top_20250624_t1,240.0,256.0,334.0,593.0,94.0,337.0,259.0,175.0,347.0,250.0,88,75,9.014,81.302,61.62,0.758,7,0.111,Yes,259.0,175.0,347.0,250.0,D:\projects\illegal_parking_project\data\images\0008_top_20250624_t1.jpg,True,True
377,d,0008_top_20250624_t0,0008_top_20250624_t1,438.0,168.0,539.0,517.0,101.0,349.0,278.0,350.0,374.0,413.0,96,63,5.148,87.658,61.4,0.7,7,0.059,Yes,278.0,350.0,374.0,413.0,D:\projects\illegal_parking_project\data\images\0008_top_20250624_t1.jpg,True,True
378,d,0008_top_20250624_t0,0008_top_20250624_t1,550.0,147.0,640.0,523.0,90.0,376.0,277.0,440.0,380.0,514.0,103,74,13.153,90.973,66.843,0.735,7,0.145,Yes,277.0,440.0,380.0,514.0,D:\projects\illegal_parking_project\data\images\0008_top_20250624_t1.jpg,True,True
380,b,0008_top_20250707_t0,0008_top_20250707_t1,424.0,406.0,458.0,524.0,34.0,118.0,503.0,403.0,536.0,519.0,33,116,1.414,103.446,98.27,0.95,9,0.014,Yes,503.0,403.0,536.0,519.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
381,b,0008_top_20250707_t0,0008_top_20250707_t1,199.0,83.0,225.0,193.0,26.0,110.0,279.0,85.0,304.0,192.0,25,107,7.382,85.0,89.0,1.047,9,0.087,Yes,279.0,85.0,304.0,192.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
382,b,0008_top_20250707_t0,0008_top_20250707_t1,129.0,2.0,158.0,109.0,29.0,107.0,210.0,1.0,236.0,110.0,26,109,21.006,83.863,90.785,1.083,9,0.25,Yes,210.0,1.0,236.0,110.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
383,b,0008_top_20250707_t0,0008_top_20250707_t1,111.0,445.0,141.0,552.0,30.0,107.0,194.0,444.0,222.0,535.0,28,91,8.944,92.439,77.389,0.837,9,0.097,Yes,194.0,444.0,222.0,535.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
384,b,0008_top_20250707_t0,0008_top_20250707_t1,180.0,432.0,209.0,529.0,29.0,97.0,262.0,431.0,289.0,531.0,27,100,5.0,84.906,82.855,0.976,9,0.059,Yes,262.0,431.0,289.0,531.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
385,b,0008_top_20250707_t0,0008_top_20250707_t1,147.0,437.0,175.0,542.0,28.0,105.0,228.0,435.0,256.0,539.0,28,104,4.031,89.185,85.959,0.964,9,0.045,Yes,228.0,435.0,256.0,539.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
386,b,0008_top_20250707_t0,0008_top_20250707_t1,230.0,434.0,259.0,529.0,29.0,95.0,313.0,432.0,340.0,529.0,27,97,7.018,84.06,81.123,0.965,9,0.083,Yes,313.0,432.0,340.0,529.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
387,b,0008_top_20250707_t0,0008_top_20250707_t1,392.0,414.0,424.0,527.0,32.0,113.0,474.0,411.0,503.0,522.0,29,111,3.0,98.112,90.918,0.927,9,0.031,Yes,474.0,411.0,503.0,522.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
388,b,0008_top_20250707_t0,0008_top_20250707_t1,269.0,113.0,294.0,219.0,25.0,106.0,348.0,114.0,374.0,216.0,26,102,3.905,83.187,86.354,1.038,9,0.047,Yes,348.0,114.0,374.0,216.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
389,b,0008_top_20250707_t0,0008_top_20250707_t1,362.0,418.0,394.0,526.0,32.0,108.0,444.0,419.0,473.0,520.0,29,101,4.61,94.154,85.755,0.911,9,0.049,Yes,444.0,419.0,473.0,520.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
390,b,0008_top_20250707_t0,0008_top_20250707_t1,233.0,96.0,258.0,197.0,25.0,101.0,313.0,95.0,338.0,198.0,25,103,5.025,78.772,86.313,1.096,9,0.064,Yes,313.0,95.0,338.0,198.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
391,b,0008_top_20250707_t0,0008_top_20250707_t1,161.0,66.0,188.0,168.0,27.0,102.0,243.0,69.0,268.0,171.0,25,102,9.605,80.262,85.422,1.064,9,0.12,Yes,243.0,69.0,268.0,171.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
392,b,0008_top_20250707_t0,0008_top_20250707_t1,262.0,419.0,290.0,524.0,28.0,105.0,345.0,418.0,375.0,522.0,30,104,10.512,89.554,87.464,0.977,9,0.117,Yes,345.0,418.0,375.0,522.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
393,b,0008_top_20250707_t0,0008_top_20250707_t1,400.0,144.0,434.0,253.0,34.0,109.0,480.0,149.0,510.0,246.0,30,97,7.211,91.269,85.147,0.933,9,0.079,Yes,480.0,149.0,510.0,246.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
394,b,0008_top_20250707_t0,0008_top_20250707_t1,491.0,409.0,523.0,514.0,32.0,105.0,571.0,403.0,602.0,512.0,31,109,4.472,93.295,91.586,0.982,9,0.048,Yes,571.0,403.0,602.0,512.0,D:\projects\illegal_parking_project\data\images\0008_top_20250707_t1.jpg,True,True
